Los Banos - Midway #2
36.558465,-120.564461
36.556397,-120.56103
36.554291,-120.557535
36.55238,-120.554368
36.54985,-120.550175
36.54838,-120.54811
36.544682,-120.54291
36.542772,-120.540226
36.540041,-120.536008
36.538462,-120.533571
36.535756,-120.529588
36.532842,-120.525311
36.530846,-120.523132
36.528679,-120.520415
36.526309,-120.51709
36.524947,-120.515176
36.523159,-120.512667
36.521495,-120.510332
36.520368,-120.508748
36.517725,-120.50504
36.515032,-120.501644
36.51215,-120.498212
36.509934,-120.495782
36.508744,-120.494611
36.505607,-120.491104
36.503109,-120.48831
36.499817,-120.484632
36.496845,-120.481304
36.4946,-120.478797
36.491492,-120.475322
36.488586,-120.472076
36.48609,-120.469284
36.483012,-120.46585
36.481632,-120.464495
36.479255,-120.462157
36.476375,-120.459327
36.474282,-120.457225
36.471949,-120.454981
36.468519,-120.451609
36.465727,-120.448871
36.463519,-120.446702
36.461957,-120.445276
36.458975,-120.442574
36.456528,-120.440353
36.453649,-120.43774
36.450866,-120.435222
36.44966,-120.434125
36.447333,-120.432018
36.444862,-120.429775
36.441777,-120.426981
36.439364,-120.424793
36.435922,-120.421674
36.435153,-120.420778
36.435011,-120.421039
36.433482,-120.419466
36.431153,-120.417351
36.428892,-120.415306
36.426123,-120.412794
36.423499,-120.410416
36.420305,-120.407524
36.417366,-120.404863
36.414375,-120.402158
36.411052,-120.399141
36.407893,-120.396286
36.404566,-120.393273
36.401797,-120.390764
36.399332,-120.388533
36.396465,-120.385643
36.393644,-120.3828
36.391028,-120.38016
36.388363,-120.377239
36.385681,-120.374307
36.383112,-120.371256
36.380535,-120.368198
36.377949,-120.365132
36.375232,-120.362158
36.372351,-120.359009
36.369316,-120.355692
36.366436,-120.352541
36.363452,-120.349281
36.360215,-120.345734
36.357281,-120.342531
36.354349,-120.339328
36.351725,-120.336459
36.348639,-120.333089
36.346272,-120.330502
36.344011,-120.328035
36.341647,-120.325445
36.338007,-120.321471
36.335477,-120.318706
36.332084,-120.315
36.32992,-120.312639
36.327089,-120.309547
36.324312,-120.306514
36.321637,-120.303593
36.318912,-120.300617
36.316857,-120.298371
36.313878,-120.295121
36.3113,-120.292308
36.308106,-120.288827
36.305742,-120.286243
36.302861,-120.283098
36.300646,-120.280684
36.298243,-120.278059
36.296668,-120.276343
36.29428,-120.273737
36.291956,-120.270986
36.289515,-120.267885
36.287994,-120.265814
36.28578,-120.262799
36.283359,-120.259499
36.281076,-120.256388
36.278721,-120.253183
36.276462,-120.250107
36.274479,-120.247406
36.272264,-120.244395
36.269681,-120.240874
36.267511,-120.23792
36.264974,-120.234471
36.262483,-120.231078
36.259856,-120.227504
36.257593,-120.224424
36.255379,-120.221408
36.252938,-120.218077
36.25057,-120.21501
36.248086,-120.212081
36.245811,-120.209626
36.243002,-120.206907
36.240094,-120.204348
36.237165,-120.201926
36.234014,-120.199484
36.23081,-120.196998
36.228385,-120.195231
36.225875,-120.193406
36.223034,-120.191154
36.219775,-120.188573
36.216631,-120.186084
36.213648,-120.183721
36.210621,-120.181324
36.20762,-120.178997
36.204597,-120.17665
36.201516,-120.174261
36.198378,-120.171823
36.195472,-120.16957
36.192899,-120.167578
36.19032,-120.165456
36.187406,-120.162971
36.184527,-120.160512
36.181762,-120.15815
36.179105,-120.155886
36.176057,-120.153286
36.173069,-120.150736
36.170015,-120.14813
36.166965,-120.145531
36.163916,-120.142933
36.160581,-120.140092
36.157695,-120.137632
36.15465,-120.135035
36.151655,-120.132484
36.148662,-120.12993
36.148162,-120.129496
36.145415,-120.128974
36.138949,-120.128829
36.137402,-120.127431
36.1357,-120.123276
36.134305,-120.11988
36.132927,-120.11652
36.130939,-120.114824
36.12775,-120.112112
36.125097,-120.109848
36.122093,-120.107287
36.119335,-120.10494
36.116534,-120.102555
36.113764,-120.100195
36.110488,-120.097413
36.107438,-120.094809
36.104556,-120.092359
36.1014,-120.089673
36.098197,-120.08694
36.094931,-120.084162
36.091721,-120.081434
36.08857,-120.078747
36.08601,-120.076571
36.082777,-120.073818
36.079607,-120.071124
36.076362,-120.068369
36.07318,-120.065659
36.070622,-120.063439
36.068153,-120.061163
36.06571,-120.058754
36.063361,-120.056289
36.061045,-120.053697
36.0588,-120.051019
36.056685,-120.048335
36.054614,-120.045542
36.052563,-120.042592
36.050256,-120.039045
36.04787,-120.035224
36.045359,-120.031201
36.042861,-120.027214
36.040363,-120.023203
36.037945,-120.019341
36.035491,-120.015411
36.03315,-120.01166
36.030888,-120.008044
36.028483,-120.004194
36.026136,-120.000439
